id,citation_count_without_self_citations,citation_count,number_of_pages,preprint_date,author_count,refereed,document_type,publication_type,number_of_references
1315360,1,7,3.0,2014-09-04,1,True,article,research,19
1318969,18,27,7.0,2014-09-25,2,True,article,research,52
1306341,0,3,17.0,2014-07-14,2,True,article,research,16
1313200,10,16,28.0,2014-09-02,3,True,article,research,59
1287087,20,27,7.0,2014-03-25,5,True,article,research,39
1291402,5,8,11.0,2014-04-21,3,True,article,research,20
1287975,23,32,9.0,2014-03-31,3,True,article,research,55
1293051,10,31,4.0,2014-04-28,6,True,article,research,31
1308147,8,8,15.0,2014-04-16,1,True,article,research,40
1310029,2,4,5.0,2014-08-06,3,False,conference paper,research,27
1311516,0,3,13.0,2014-08-19,6,True,article,research,39
1277910,39,50,5.0,2014-01-16,2,True,article,research,28
1278515,4,8,10.0,2014-01-21,2,True,article,research,32
1276528,10,12,6.0,2014-01-09,1,True,conference paper,research,19
1276548,11,17,6.0,2014-01-09,4,True,article,research,52
1320603,6,10,11.0,2014-10-06,3,True,article,research,39
1326683,22,26,9.0,2014-11-07,3,True,article,research,55
1308742,22,27,6.0,2014-07-28,2,True,conference paper,research,31
1297950,7,7,9.0,2014-05-23,2,True,article,research,30
1280227,78,142,8.0,2014-02-05,6,True,article,research,48
1288342,9,11,4.0,2014-04-02,4,True,article,research,28
1287667,27,69,9.0,2014-03-27,6,True,article,research,66
1289233,2,3,8.0,2014-04-08,1,False,conference paper,research,33
1308956,24,26,10.0,2014-07-30,1,True,article,research,35
1282486,66,102,16.0,2014-02-25,4,True,article,research,70
1325868,45,63,8.0,2014-11-01,3,True,article,research,43
1275961,0,2,7.0,2014-01-03,2,False,conference paper,research,48
1277239,10,20,4.0,2014-01-15,2,True,article,research,52
1276865,3,10,5.0,2014-01-13,2,True,article,research,19
1281253,93,105,16.0,2014-02-13,2,True,conference paper,research,33
1324811,0,0,4.0,2014-10-28,4,True,conference paper,research,10
1291288,23,48,18.0,2014-04-18,1,True,article,research,30
1306292,48,70,11.0,2014-07-14,3,True,article,research,81
1324832,35,44,10.0,2014-10-27,4,True,article,research,70
1287385,17,39,9.0,2014-03-26,5,True,article,research,31
1315862,27,29,5.0,2014-09-10,2,True,article,research,38
1277930,23,42,12.0,2014-01-16,3,True,article,research,83
1278586,189,218,11.0,2014-01-22,4,True,article,research,83
1301255,17,33,6.0,2014-06-18,4,True,article,research,46
1321573,0,0,6.0,2014-10-10,1,True,article,research,23
1316245,4,4,4.0,2014-09-16,1,False,conference paper,research,17
1281272,8,15,5.0,2014-02-13,3,True,article,research,15
1280560,22,36,24.0,2014-02-07,3,True,article,research,27
1281554,9,22,15.0,2014-02-16,6,False,conference paper,research,34
1281589,65,78,16.0,2014-02-17,2,True,article,research,99
1307798,21,43,11.0,2014-07-24,4,True,article,research,50
1305108,10,16,5.0,2014-07-07,2,True,article,research,24
1305114,1,4,7.0,2014-07-07,2,False,conference paper,research,20
1313167,18,34,5.0,2014-09-01,2,True,article,research,47
1310765,6,23,7.0,2014-08-13,5,True,article,research,22
1342502,0,0,125.0,2015-02-02,1,True,thesis,research,56
1338605,51,59,10.0,2015-01-13,2,True,article,research,20
1372748,4,14,13.0,2015-05-25,1,True,article,research,34
1384790,12,23,18.0,2015-07-24,3,True,article,research,39
1343357,0,3,5.0,2015-02-06,2,True,article,research,48
1343129,314,403,5.0,2015-02-05,7,True,article,research,61
1341643,0,1,8.0,2015-01-28,6,False,conference paper,research,13
1339653,1,2,10.0,2015-01-16,3,False,conference paper,research,30
1345291,1,5,6.0,2015-02-18,2,True,article,research,74
1377790,31,33,24.0,2015-06-24,4,True,article,research,84
1398085,29,45,14.0,2015-10-15,3,True,article,research,53
1351725,34,52,18.0,2015-03-10,5,True,article,research,84
1410948,10,10,6.0,2015-12-20,2,True,article,research,72
1387752,48,57,84.0,2015-08-13,1,True,article,review,227
1351248,26,52,6.0,2015-03-09,4,True,article,research,33
1384809,24,38,5.0,2015-07-23,3,True,article,research,62
1351265,24,39,6.0,2015-03-08,4,True,article,research,33
1381548,52,62,6.0,2015-07-06,2,True,article,research,40
1392488,39,48,5.0,2015-09-08,3,True,article,research,46
1375086,9,22,36.0,2015-06-08,6,True,article,research,92
1365294,20,36,13.0,2015-04-29,4,True,article,research,71
1351483,3,7,4.0,2015-03-10,4,True,article,research,16
1340667,57,64,5.0,2015-01-22,2,True,article,research,43
1358024,9,22,15.0,2015-04-06,3,True,article,research,71
1372126,33,46,11.0,2015-05-21,3,True,article,research,26
1380939,0,0,6.0,2015-07-02,2,False,conference paper,research,10
1377620,1,6,16.0,2015-06-23,4,True,article,research,97
1374644,0,3,9.0,2015-06-04,3,True,conference paper,research,10
1392486,6,12,9.0,2015-09-08,4,True,article,research,18
1385892,0,0,6.0,2015-07-31,3,False,conference paper,research,9
1387359,25,35,5.0,2015-08-09,3,True,article,research,23
1386511,2,2,34.0,2015-08-04,2,True,article,research,38
1394226,5,6,4.0,2015-09-20,2,True,article,research,25
1387485,28,30,10.0,2015-08-08,1,True,article,research,45
1345839,1,6,8.0,2015-02-22,1,False,conference paper,research,25
1345862,23,30,13.0,2015-02-20,2,True,article,research,41
1345863,35,49,6.0,2015-02-23,2,True,article,research,52
1347411,31,31,12.0,2015-03-04,4,True,article,research,71
1345379,0,0,6.0,2015-02-19,2,False,conference paper,research,12
1342495,4,4,10.0,2015-01-31,1,False,conference paper,research,44
1345366,20,24,16.0,2015-02-19,3,True,article,research,25
1343533,104,119,6.0,2015-02-09,2,True,article,research,59
1382354,59,69,5.0,2015-07-10,3,True,article,research,55
1346919,19,30,17.0,2015-03-01,2,True,article,review,94
1382194,15,24,22.0,2015-07-09,5,True,article,research,61
1340137,0,3,13.0,2015-01-17,3,True,article,research,73
1376486,11,54,7.0,2015-06-16,3,True,article,research,92
1339651,21,53,10.0,2015-01-16,1,True,article,research,95
1370043,38,70,6.0,2015-05-13,3,True,article,research,35
1365339,15,26,6.0,2015-04-29,5,True,article,research,27
1355419,59,72,6.0,2015-03-24,4,True,article,research,39
1362214,1,2,7.0,2015-04-20,6,True,article,research,36
1344239,12,16,14.0,2015-02-12,5,True,article,research,65
1344009,8,12,15.0,2015-02-11,3,True,article,research,51
1339405,5,20,20.0,2015-01-15,5,True,article,research,93
1339415,2,6,6.0,2015-01-14,4,True,article,research,27
1338080,58,82,6.0,2015-01-08,5,True,article,research,27
1351485,23,28,14.0,2015-03-10,2,True,article,research,97
1366212,6,7,11.0,2015-05-04,2,True,article,research,68
1366214,0,3,16.0,2015-05-05,2,True,article,research,37
1342960,1,4,10.0,2015-02-03,4,False,conference paper,research,21
1346425,0,4,11.0,2015-02-25,4,True,article,research,16
1371754,8,18,7.0,2015-05-19,4,True,article,research,37
1368929,0,0,10.0,2015-05-07,4,True,article,research,18
1372125,4,5,12.0,2015-05-20,1,True,article,research,67
1345078,12,14,6.0,2015-02-15,2,True,article,research,49
1343833,1,8,6.0,2015-02-10,5,False,conference paper,research,21
1343834,3,20,8.0,2015-02-10,8,True,article,research,47
1353421,6,8,6.0,2015-03-17,2,True,article,research,63
1357632,39,43,5.0,2015-04-02,1,True,article,research,15
1372618,59,65,12.0,2015-05-22,5,True,article,research,80
1373348,17,26,14.0,2015-05-26,2,True,article,research,26
1373371,31,33,5.0,2015-05-27,2,True,article,research,27
1346268,21,39,16.0,2015-02-24,7,True,article,research,27
1337494,0,0,4.0,2015-01-07,2,False,conference paper,research,7
1365132,37,37,6.0,2015-04-28,1,True,article,research,35
1375850,2,8,10.0,2015-06-11,1,True,article,research,45
1393697,11,17,5.0,2015-09-16,3,True,article,research,34
1388531,0,1,5.0,2015-08-18,1,False,conference paper,research,35
1398087,2,4,5.0,2015-10-15,2,True,article,research,31
1394901,20,38,13.0,2015-09-25,1,True,article,research,42
1358428,3,3,10.0,2015-04-08,3,False,conference paper,research,31
1343526,39,41,5.0,2015-02-08,2,True,article,research,13
1357902,18,26,32.0,2015-04-03,2,True,article,research,82
1370701,70,85,6.0,2015-05-16,2,True,article,research,35
1370171,84,99,12.0,2015-05-13,4,True,article,research,36
1373555,17,24,15.0,2015-05-28,4,True,article,research,16
1346998,21,28,4.0,2015-03-02,2,True,article,research,38
1385325,133,191,6.0,2015-07-27,4,True,article,research,62
1371755,12,17,9.0,2015-05-19,4,True,article,research,50
1371861,41,51,11.0,2015-05-20,2,True,article,research,47
1364749,0,2,6.0,2015-04-24,1,True,article,research,40
1343329,1,1,11.0,2015-02-05,3,False,conference paper,research,38
1359795,13,29,7.0,2015-04-15,2,True,article,research,36
1343338,0,3,10.0,2015-02-06,4,False,conference paper,research,44
1380631,43,52,5.0,2015-07-01,4,True,article,research,41
1382987,18,33,4.0,2015-07-15,3,True,article,research,21
1479485,0,0,225.0,2016-08-03,1,True,thesis,research,155
1484530,1,1,161.0,2016-08-30,1,True,thesis,research,123
1439810,1,1,222.0,2016-03-31,1,True,thesis,research,121
1465546,58,60,6.0,2016-05-24,8,True,article,research,34
1485103,8,8,5.0,2016-09-01,3,True,article,research,22
1477616,13,16,7.0,2016-07-22,4,True,article,research,33
1474437,20,24,5.0,2016-07-07,2,True,article,research,44
1473828,31,55,7.0,2016-07-05,7,True,article,research,60
1466315,1,2,7.0,2016-05-29,1,False,conference paper,research,51
1475474,9,15,20.0,2016-07-13,3,True,article,research,69
1419988,31,56,7.0,2016-02-05,3,True,article,research,88
1452567,3,7,20.0,2016-04-25,4,True,article,research,22
1476648,90,114,5.0,2016-07-15,4,True,article,research,42
1419258,29,36,7.0,2016-02-03,1,True,article,research,28
1423284,10,13,26.0,2016-02-24,2,True,article,research,95
1488292,75,107,12.0,2016-09-26,4,True,article,research,78
1452700,9,9,20.0,2016-04-27,2,True,article,research,35
1444896,2,12,15.0,2016-04-08,2,True,article,research,58
1426724,20,28,13.0,2016-03-08,1,True,article,research,87
1459278,14,14,12.0,2016-05-17,2,True,article,research,15
1421959,57,66,11.0,2016-02-12,3,True,article,research,68
1473572,4,12,10.0,2016-10-19,1,True,article,research,52
1413114,48,64,9.0,2016-01-04,3,True,article,research,33
1492364,9,14,11.0,2016-10-16,1,True,article,research,81
1469086,25,31,9.0,2016-06-13,3,True,article,research,38
1419282,6,7,10.0,2016-02-03,3,True,article,research,52
1419665,15,17,10.0,2016-02-04,4,True,article,research,53
1447916,1,4,5.0,2016-04-14,5,True,article,research,28
1426831,1,3,8.0,2016-03-09,2,True,article,research,42
1434275,19,19,6.0,2016-03-24,2,True,article,research,53
1478405,13,26,30.0,2016-07-27,7,True,article,research,71
1426156,23,37,6.0,2016-03-04,5,True,article,research,32
1467490,9,15,11.0,2016-06-05,5,True,article,research,84
1421651,49,108,5.0,2016-02-14,13,True,article,research,56
1494824,48,55,7.0,2016-10-27,5,True,article,research,38
1477443,14,16,6.0,2016-07-21,4,True,article,research,31
1475050,18,25,8.0,2016-07-11,1,True,article,research,61
1472840,5,8,8.0,2016-06-27,2,True,article,research,33
1484735,0,0,11.0,2016-08-31,2,False,conference paper,research,32
1471875,8,8,7.0,2016-06-22,2,True,article,research,66
1486076,17,26,11.0,2016-09-09,5,True,article,research,70
1486959,6,14,7.0,2016-11-28,2,True,article,research,35
1492136,17,22,6.0,2016-10-14,4,True,article,research,26
1488310,0,0,21.0,2016-09-27,3,True,article,research,31
1500294,4,15,13.0,2016-12-01,2,True,article,research,85
1465545,3,8,7.0,2016-05-17,5,True,article,research,41
1465548,5,5,5.0,2016-05-24,1,True,article,research,35
1458979,2,24,6.0,2016-05-13,4,True,article,research,17
1456840,1,4,24.0,2016-05-07,8,True,article,research,40
1427455,14,16,19.0,2016-03-11,5,True,article,research,34
1423321,0,1,21.0,2016-02-24,2,True,article,research,17
1425717,11,40,8.0,2016-03-02,3,True,article,research,38
1489104,63,88,19.0,2016-09-30,3,True,article,research,67
1419104,1,10,5.0,2016-02-02,3,True,article,research,14
1421428,1,1,8.0,2016-02-11,1,False,conference paper,research,30
1422835,6,7,7.0,2016-02-22,1,True,article,research,28
1415824,9,10,9.0,2016-01-18,4,True,article,research,13
1421684,11,17,4.0,2016-02-15,4,True,article,research,18
1426188,1,6,12.0,2016-03-05,2,True,article,research,12
1419280,1,4,9.0,2016-02-02,3,False,conference paper,research,19
1501733,23,24,4.0,2016-12-02,2,True,article,research,11
1452592,47,58,10.0,2016-04-26,4,True,article,research,55
1499189,9,17,11.0,2016-11-25,1,True,article,research,40
1500748,1,2,10.0,2016-11-28,4,True,article,research,36
1479781,18,18,7.0,2016-08-05,1,True,article,research,19
1478214,5,23,8.0,2016-07-27,3,True,article,research,60
1454067,3,4,10.0,2016-04-29,2,False,conference paper,research,40
1454094,2,2,4.0,2016-04-29,4,False,conference paper,research,7
1454108,29,62,11.0,2016-04-28,4,True,article,research,38
1444383,5,14,13.0,2016-04-06,2,True,article,research,20
1450032,6,20,20.0,2016-04-21,5,True,article,research,30
1477871,0,4,10.0,2016-07-24,2,True,article,research,34
1428688,10,24,5.0,2016-03-16,4,True,article,research,46
1476678,19,24,4.0,2016-07-18,2,True,article,research,18
1472982,25,30,12.0,2016-06-29,2,True,article,research,44
1415277,17,20,6.0,2016-01-14,3,True,article,research,51
1422642,0,0,7.0,2016-02-19,5,False,conference paper,research,16
1422643,0,0,5.0,2016-02-19,6,False,conference paper,research,5
1414831,18,29,5.0,2016-01-09,3,True,article,research,33
1481795,31,36,10.0,2016-08-17,4,True,article,research,43
1426803,3,4,7.0,2016-03-08,1,False,conference paper,research,17
1415594,19,32,6.0,2016-01-15,2,True,article,research,53
1465885,4,7,9.0,2016-05-26,2,True,article,research,42
1426860,56,76,14.0,2016-03-09,3,True,article,research,59
1469276,10,26,9.0,2016-06-14,3,True,article,research,41
1439813,0,3,12.0,2016-04-01,1,True,article,research,34
1452725,3,7,25.0,2016-04-27,1,True,article,research,14
1475049,22,26,6.0,2016-07-10,1,True,article,research,62
1458300,18,18,15.0,2016-05-12,3,True,article,research,57
1451814,39,57,14.0,2016-04-25,2,True,article,research,58
1452574,12,12,26.0,2016-04-24,1,True,article,research,62
1454238,47,66,14.0,2016-05-02,4,True,article,research,50
1489633,5,12,11.0,2016-10-04,2,True,article,research,62
1422078,11,24,8.0,2016-02-17,4,True,article,research,85
1432727,6,17,7.0,2016-03-23,4,True,article,research,68
1485765,21,25,8.0,2016-09-08,2,True,article,research,45
1445127,6,13,4.0,2016-04-12,2,True,article,research,17
1508208,1,2,5.0,2017-01-09,5,False,conference paper,research,38
1594915,41,43,7.0,2017-04-25,3,False,conference paper,research,34
1516951,6,11,21.0,2017-03-10,5,True,article,research,79
1614615,21,27,9.0,2017-08-07,3,True,article,research,75
1625779,17,38,8.0,2017-09-25,2,True,article,research,97
1598510,7,13,5.0,2017-05-07,2,True,article,research,53
1517490,25,61,8.0,2017-03-14,5,True,article,research,70
1620516,56,71,31.0,2017-08-28,4,True,article,review,103
1511331,11,13,10.0,2017-01-27,3,True,article,research,44
1516429,11,21,8.0,2017-03-06,4,True,article,research,15
1604927,3,7,10.0,2017-06-13,1,True,article,research,60
1605792,7,14,6.0,2017-06-17,3,True,article,research,7
1597385,12,16,12.0,2017-05-01,2,True,article,research,61
1594771,32,41,12.0,2017-04-24,3,True,article,research,45
1639487,24,38,6.0,2017-11-29,4,True,article,research,43
1517506,65,68,7.0,2017-03-14,2,True,article,research,29
1591715,22,31,4.0,2017-04-17,2,True,article,research,31
1610348,2,2,7.0,2017-07-14,3,True,article,research,16
1510090,9,17,10.0,2017-01-20,3,True,article,research,31
1637240,0,10,13.0,2017-11-19,3,True,article,research,69
1639315,5,16,9.0,2017-11-25,1,True,article,research,58
1605760,14,16,8.0,2017-06-16,1,True,article,review,23
1636792,2,15,10.0,2017-11-15,8,False,conference paper,research,13
1633485,14,40,4.0,2017-10-28,5,True,article,research,57
1623215,1,6,6.0,2017-09-12,2,True,article,research,26
1623240,3,4,6.0,2017-09-13,2,True,article,research,46
1632044,18,19,6.0,2017-10-21,3,True,article,research,49
1628164,1,2,6.0,2017-10-02,2,False,conference paper,research,41
1516587,4,21,19.0,2017-03-08,3,True,article,research,43
1516588,29,37,6.0,2017-03-08,4,True,article,research,29
1519380,3,3,11.0,2017-03-27,1,False,conference paper,research,52
1519382,10,15,11.0,2017-03-27,4,True,article,research,68
1609687,11,38,2.0,2017-07-12,1,True,article,research,31
1613356,5,6,14.0,2017-07-27,1,True,article,research,33
1598645,23,31,6.0,2017-05-09,5,True,article,research,64
1592399,3,10,4.0,2017-04-18,4,False,conference paper,research,7
1592412,16,23,14.0,2017-04-19,2,True,article,research,63
1615942,3,3,6.0,2017-08-11,3,True,article,research,52
1608191,1,1,4.0,2017-06-30,4,True,article,research,21
1590301,4,6,9.0,2017-04-07,6,True,article,research,46
1590302,0,0,4.0,2017-04-07,2,True,article,research,36
1514271,3,4,10.0,2017-02-20,3,True,article,research,23
1517240,5,23,8.0,2017-03-11,5,True,article,research,27
1515501,22,24,10.0,2017-02-28,6,True,article,research,57
1599881,8,26,12.0,2017-05-15,4,True,article,research,40
1602676,2,3,5.0,2017-06-04,3,True,article,research,28
1593780,1,7,24.0,2017-04-20,5,True,article,research,59
1593797,0,3,5.0,2017-04-19,3,True,article,research,26
1600610,30,41,10.0,2017-05-19,5,True,article,research,64
1601931,3,7,17.0,2017-05-31,5,True,article,research,60
1611137,2,6,13.0,2017-07-21,1,True,article,research,49
1605609,65,80,11.0,2017-06-16,4,True,article,research,71
1510308,7,10,4.0,2017-01-23,7,False,conference paper,research,15
1512358,4,8,5.0,2017-02-06,7,True,article,research,36
1509509,8,17,12.0,2017-01-18,4,True,article,research,30
1511689,5,5,11.0,2017-01-31,1,False,conference paper,research,58
1509043,7,32,6.0,2017-01-12,5,True,article,research,22
1509046,26,28,13.0,2017-01-13,2,True,article,research,31
1509098,1,3,4.0,2017-02-22,7,True,article,research,11
1597168,1,1,4.0,2017-04-26,2,False,conference paper,research,8
1600002,0,2,8.0,2017-05-17,2,False,conference paper,research,12
1616744,8,17,14.0,2017-08-18,4,True,article,research,38
1591154,5,6,4.0,2017-04-10,3,False,conference paper,research,13
1514299,33,36,7.0,2017-02-20,3,True,article,research,49
1512356,13,13,5.0,2017-02-04,1,True,article,research,25
1517555,21,42,9.0,2017-03-15,5,True,article,research,57
1594773,33,49,5.0,2017-04-21,4,True,article,research,33
1593956,44,54,17.0,2017-04-20,4,True,article,research,67
1514581,3,5,15.0,2017-02-21,3,True,article,research,56
1628163,6,19,8.0,2017-10-02,3,True,article,research,43
1590913,10,11,8.0,2017-04-10,1,False,conference paper,research,37
1591731,7,9,4.0,2017-04-15,4,False,conference paper,research,21
1514297,16,21,5.0,2017-02-20,3,True,article,research,29
1515246,2,4,4.0,2017-02-24,2,True,article,research,27
1613901,13,14,6.0,2017-08-01,2,False,conference paper,research,25
1599456,7,15,5.0,2017-05-25,3,True,article,research,34
1606089,56,96,18.0,2017-06-19,5,True,article,research,62
1628153,40,54,5.0,2017-09-30,4,True,article,research,37
1605608,5,11,10.0,2017-06-16,4,True,article,research,22
1512622,24,63,7.0,2017-02-08,5,True,article,research,79
1631694,43,45,38.0,2017-10-17,1,True,article,review,142
1518437,49,59,20.0,2017-03-13,2,True,article,research,85
1639063,1,9,10.0,2017-11-25,8,False,conference paper,research,28
1639319,0,0,6.0,2017-11-28,2,False,conference paper,research,14
1633791,5,6,12.0,2017-11-01,1,True,article,research,44
1629210,7,13,16.0,2017-10-06,5,True,article,research,52
1628849,0,0,8.0,2017-10-05,2,False,conference paper,research,14
1629992,2,3,5.0,2017-10-10,2,True,article,research,29
1589252,4,5,6.0,2017-04-03,1,True,article,research,52
1590055,3,11,15.0,2017-04-05,3,True,article,research,40
1590057,0,3,21.0,2017-04-06,5,True,article,research,19
1591632,3,4,4.0,2017-04-14,2,False,conference paper,research,7
1699198,0,0,125.0,2018-10-17,1,True,thesis,research,70
1664535,9,10,6.0,2018-03-28,2,True,article,research,29
1666816,26,34,9.0,2018-04-09,3,True,article,research,36
1672140,24,36,14.0,2018-05-08,6,True,article,research,52
1663957,5,19,9.0,2018-03-23,4,True,article,research,81
1666367,0,12,22.0,2018-04-06,3,True,article,research,85
1681007,3,7,9.0,2018-07-05,4,True,article,research,57
1698219,0,0,14.0,2018-10-11,1,True,article,research,61
1697370,39,42,8.0,2018-10-06,2,True,article,research,50
1669814,1,11,6.0,2018-04-24,7,True,article,research,68
1679344,6,9,5.0,2018-06-25,4,True,article,research,25
1676692,13,16,11.0,2018-06-25,3,True,article,research,56
1688830,12,14,10.0,2018-08-20,3,True,article,research,70
1663440,3,16,24.0,2018-03-21,3,True,article,research,52
1659282,7,11,10.0,2018-03-08,1,True,article,research,52
1682277,4,5,17.0,2018-07-13,3,True,article,research,34
1653942,17,31,6.0,2018-02-08,7,True,article,research,30
1683118,5,10,15.0,2018-07-19,8,True,article,research,84
1657387,71,99,21.0,2018-02-24,7,True,article,research,66
1669251,9,19,16.0,2018-04-20,4,True,article,research,59
1684328,52,72,11.0,2018-07-29,5,True,article,research,53
1649275,9,19,9.0,2018-01-22,4,True,article,research,46
1663437,15,16,10.0,2018-03-21,2,True,article,research,93
1662602,0,3,8.0,2018-03-18,3,False,conference paper,research,28
1651224,0,0,6.0,2018-01-29,8,True,article,research,33
1651227,5,6,12.0,2018-01-30,2,True,article,research,49
1669818,2,3,11.0,2018-04-24,3,True,article,research,41
1672821,36,39,4.0,2018-05-11,1,True,article,research,26
1682996,9,10,11.0,2018-07-18,3,True,article,research,51
1667388,38,44,85.0,2018-04-12,4,True,article,research,46
1677776,11,11,13.0,2018-06-12,1,True,article,research,71
1675252,11,15,7.0,2018-05-29,7,True,article,research,70
1704487,2,2,4.0,2018-11-20,2,True,article,research,12
1680447,37,41,13.0,2018-07-02,3,True,article,research,75
1680263,14,32,19.0,2018-06-29,4,True,article,research,93
1684332,1,13,10.0,2018-07-30,8,True,article,research,25
1684768,7,13,13.0,2018-08-01,3,True,article,research,63
1699638,0,2,6.0,2018-10-21,1,True,article,research,66
1691857,10,12,9.0,2018-08-27,2,True,article,research,45
1691211,1,2,30.0,2018-08-24,1,True,article,research,31
1680634,1,1,6.0,2018-07-03,1,True,article,research,25
1697034,20,26,12.0,2018-10-04,2,True,article,research,30
1682279,0,7,19.0,2018-07-13,4,True,article,research,43
1665826,2,7,4.0,2018-04-03,3,True,article,research,48
1672354,10,14,5.0,2018-05-09,3,True,article,research,38
1665446,0,0,6.0,2018-03-29,4,True,article,research,25
1665447,15,16,9.0,2018-03-30,3,True,article,research,21
1666362,1,2,6.0,2018-04-05,1,False,conference paper,research,28
1669592,12,13,14.0,2018-04-23,4,True,article,research,31
1669571,0,1,23.0,2018-04-20,2,True,article,research,43
1667862,2,8,10.0,2018-04-16,4,True,article,research,19
1658893,20,42,11.0,2018-03-06,2,True,article,research,67
1648625,23,27,9.0,2018-01-16,5,True,article,research,85
1658681,23,27,6.0,2018-03-06,4,True,article,research,47
1683374,1,5,13.0,2018-07-20,1,True,article,research,35
1667035,2,2,8.0,2018-04-10,4,False,conference paper,research,41
1682787,0,2,9.0,2018-07-17,2,True,article,research,26
1683421,0,5,6.0,2018-07-23,2,True,article,research,9
1707007,8,8,12.0,2018-12-04,3,False,conference paper,research,30
1649108,12,39,20.0,2018-01-18,4,True,article,research,89
1682561,3,9,8.0,2018-07-13,6,True,article,research,72
1706758,0,2,4.0,2018-12-04,3,True,article,research,29
1694014,8,12,25.0,2018-10-08,3,True,article,research,38
1681630,3,8,5.0,2018-07-09,4,True,article,research,66
1697131,0,4,13.0,2018-10-05,3,True,article,research,63
1665449,59,72,8.0,2018-03-30,4,True,article,research,49
1648174,22,24,11.0,2018-01-15,1,False,conference paper,research,36
1679349,100,121,15.0,2018-06-22,3,True,article,research,68
1685529,9,14,6.0,2018-08-07,1,True,article,research,31
1647166,16,19,6.0,2018-01-09,1,True,article,research,19
1646313,20,40,10.0,2018-01-05,2,True,article,research,50
1693456,11,11,12.0,2018-10-14,1,True,article,research,63
1674912,5,9,15.0,2018-05-25,3,True,article,research,53
1676071,6,12,9.0,2018-06-01,3,True,article,research,28
1676469,3,6,14.0,2018-06-05,5,True,article,research,49
1674522,63,78,9.0,2018-05-23,9,True,article,research,94
1678638,8,11,7.0,2018-06-20,3,True,article,research,54
1664545,6,16,23.0,2018-03-27,5,True,article,research,60
1667036,145,174,4.0,2018-04-10,2,True,article,research,41
1678633,1,6,11.0,2018-06-20,5,True,article,research,44
1654554,1,2,9.0,2018-02-09,3,False,conference paper,research,59
1663436,45,54,6.0,2018-03-20,2,True,article,research,64
1681000,43,64,8.0,2018-07-05,3,True,article,research,54
1695624,3,5,8.0,2018-09-25,3,True,article,research,33
1692041,7,15,6.0,2018-08-30,2,True,article,research,40
1646182,153,203,91.0,2018-01-03,4,True,article,review,451
1698398,14,60,8.0,2018-10-14,4,True,article,research,36
1682784,13,17,8.0,2018-07-17,3,True,article,research,32
1674915,31,55,6.0,2018-05-25,3,True,article,research,43
1655153,28,29,14.0,2018-02-14,1,True,article,research,41
1676191,140,162,17.0,2018-06-01,4,True,article,research,71
1733836,8,8,127.0,2019-05-07,1,True,thesis,research,73
1766179,2,3,235.0,2019-11-19,1,True,thesis,research,196
1730031,6,7,17.0,2019-04-16,1,True,article,research,11
1727530,2,5,8.0,2019-03-31,13,True,article,research,58
1719337,23,26,13.0,2019-02-08,2,True,article,research,36
1738644,4,8,7.0,2019-06-03,5,True,article,research,53
1740476,8,16,21.0,2019-06-19,3,True,article,research,77
1770226,0,0,15.0,2019-12-06,1,False,conference paper,research,64
1730325,9,16,9.0,2019-04-18,5,True,article,research,38
1716554,2,3,4.0,2019-01-23,4,False,conference paper,research,18
1734410,38,56,5.0,2019-05-13,4,True,article,research,25
1713533,25,40,6.0,2019-01-14,7,True,article,research,63
1765656,59,61,22.0,2019-12-03,2,True,article,review,145
1728671,17,35,7.0,2019-04-08,6,True,article,research,56
1714932,15,25,15.0,2019-01-17,4,True,article,research,76
1727863,65,74,48.0,2019-03-29,1,True,article,review,207
1723856,0,0,5.0,2019-03-05,2,False,conference paper,research,44
1746272,15,22,7.0,2019-07-25,5,True,article,research,71
1714927,0,1,4.0,2019-01-17,3,False,conference paper,research,15
1768980,0,4,12.0,2019-12-06,6,False,conference paper,research,50
1727662,27,31,6.0,2019-03-28,3,True,article,research,54
1740102,20,31,10.0,2019-06-16,7,True,article,research,49
1740847,33,39,8.0,2019-06-20,1,True,article,research,62
1733221,0,5,11.0,2019-05-06,2,True,article,research,45
1735215,17,25,14.0,2019-05-16,5,True,article,research,55
1733838,22,24,11.0,2019-05-07,4,True,article,research,41
1738295,12,17,5.0,2019-06-01,4,True,article,research,47
1729715,20,33,15.0,2019-04-13,4,True,article,research,76
1725936,2,4,7.0,2019-03-20,2,False,conference paper,research,20
1722849,4,8,10.0,2019-02-28,4,True,article,research,23
1754498,2,10,5.0,2019-09-17,2,True,article,research,35
1731906,3,4,12.0,2019-04-29,6,False,conference paper,research,62
1723702,18,25,13.0,2019-03-04,5,True,article,research,69
1717690,2,2,10.0,2019-01-30,1,False,conference paper,research,39
1719330,10,15,7.0,2019-02-08,2,True,article,research,68
1716555,3,10,5.0,2019-01-23,2,False,conference paper,research,7
1723246,13,18,9.0,2019-03-04,2,True,article,research,55
1720075,26,29,5.0,2019-02-12,2,True,article,research,51
1721720,0,0,14.0,2019-02-24,2,False,conference paper,research,7
1724063,0,0,8.0,2019-03-07,1,True,article,research,13
1726354,11,13,12.0,2019-03-22,7,True,article,research,79
1729523,0,0,7.0,2019-04-12,3,False,conference paper,research,36
1746457,0,3,9.0,2019-07-24,2,True,article,research,15
1737721,6,7,13.0,2019-06-03,3,False,conference paper,research,23
1749846,0,0,7.0,2019-08-21,3,False,conference paper,research,27
1718097,3,6,14.0,2019-01-31,2,True,article,research,62
