id,citation_count_without_self_citations,citation_count,number_of_pages,preprint_date,author_count,refereed,document_type,publication_type,number_of_references
649076,14,34,23.0,2004-04-01,6,True,article,research,63
664232,3,11,4.0,2004-11-01,4,True,article,research,34
655187,6,16,9.0,2004-07-01,1,True,article,research,26
652441,52,57,4.0,2004-06-01,1,True,article,research,18
652827,22,31,12.0,2004-06-01,4,True,article,research,29
652830,33,43,4.0,2004-06-01,2,True,article,research,17
651117,6,7,11.0,2004-05-01,2,True,article,research,11
646716,12,14,10.0,2004-03-01,3,True,article,research,19
646381,8,12,4.0,2004-03-01,1,True,conference paper,research,31
644573,46,50,8.0,2004-02-01,3,True,article,research,60
656999,15,15,17.0,2004-08-01,2,True,article,research,31
651680,12,17,10.0,2004-06-01,4,True,article,research,15
643015,0,0,8.0,2004-01-01,2,False,conference paper,research,20
643941,22,44,11.0,2004-02-01,1,True,article,research,63
646863,75,81,8.0,2004-03-01,1,True,article,research,25
643780,24,29,10.0,2004-02-01,3,True,article,research,29
648909,51,116,23.0,2004-04-01,3,True,article,research,54
652444,23,57,17.0,2004-06-01,3,True,article,research,30
644407,40,51,13.0,2004-02-01,4,True,article,research,81
646176,27,28,4.0,2004-03-01,2,True,conference paper,research,43
647740,12,18,4.0,2004-04-01,4,True,conference paper,research,16
644714,70,104,26.0,2004-02-01,2,True,article,research,43
655633,342,401,35.0,2004-08-01,3,True,article,research,73
667185,3,3,7.0,2004-12-01,1,True,conference paper,research,31
684138,0,0,9.0,2005-06-01,3,False,conference paper,research,19
676578,1,3,9.0,2005-02-01,3,False,conference paper,research,32
688282,3,3,5.0,2005-07-01,1,False,conference paper,research,8
690980,0,1,4.0,2005-08-01,2,False,conference paper,research,7
667193,8,8,3.0,2005-01-01,1,False,conference paper,research,10
676576,0,1,8.0,2005-02-01,2,False,conference paper,research,15
690981,1,1,6.0,2005-08-01,1,False,conference paper,research,16
684255,3,3,14.0,2005-06-01,6,False,conference paper,review,20
682725,4,4,6.0,2005-05-01,4,False,conference paper,research,23
677398,4,5,11.0,2005-02-01,1,False,conference paper,research,46
675785,0,3,4.0,2005-01-01,4,False,conference paper,research,15
675637,1,3,5.0,2005-01-01,7,False,conference paper,research,4
677807,60,68,14.0,2005-03-01,2,True,conference paper,research,38
675058,0,1,10.0,2005-01-01,3,False,conference paper,research,42
686259,0,0,5.0,2005-06-01,2,False,conference paper,research,24
681978,0,4,8.0,2005-05-01,1,False,conference paper,research,20
699773,3,3,11.0,2005-12-01,2,False,conference paper,review,48
681976,8,17,19.0,2005-05-01,3,False,conference paper,research,38
681279,1,4,10.0,2005-04-01,8,False,conference paper,research,26
689174,15,15,8.0,2005-08-01,2,True,article,research,41
676293,5,11,5.0,2005-01-01,4,False,conference paper,research,28
680144,1,2,9.0,2005-04-01,1,False,conference paper,lectures,16
682882,1,1,12.0,2005-05-01,2,False,conference paper,research,17
681278,0,3,9.0,2005-04-01,2,False,conference paper,research,37
676129,34,52,14.0,2005-02-01,3,False,conference paper,research,20
675896,1,1,4.0,2005-01-01,1,False,conference paper,research,7
678337,19,26,10.0,2005-03-01,3,True,article,research,24
677400,5,10,13.0,2005-02-01,3,True,article,research,48
686638,6,13,9.0,2005-07-01,2,True,article,research,24
691752,5,6,14.0,2005-09-01,3,True,article,research,25
688173,13,16,9.0,2005-07-01,3,True,article,research,9
677022,5,13,31.0,2005-02-01,5,True,article,research,47
677578,59,88,16.0,2005-03-01,4,True,article,research,71
690726,19,25,25.0,2005-08-01,5,True,article,research,41
685295,17,18,11.0,2005-06-01,5,True,article,research,88
674277,0,5,5.0,2005-01-01,5,True,article,research,55
677129,69,105,16.0,2005-02-01,5,True,article,research,65
688878,28,46,12.0,2005-08-01,4,True,article,research,23
678566,187,196,15.0,2005-02-01,4,True,article,research,26
681977,74,96,14.0,2005-05-01,2,True,article,research,12
677135,151,170,11.0,2005-02-01,3,True,article,research,17
684990,8,17,24.0,2005-06-01,3,True,article,research,48
690235,40,60,15.0,2005-08-01,2,True,article,research,45
692531,6,9,7.0,2005-09-01,3,True,article,research,45
685381,75,89,26.0,2005-06-01,9,True,article,research,69
681795,2,3,2.0,2005-05-01,3,True,conference paper,review,8
684424,35,38,46.0,2005-06-01,2,True,article,research,51
674395,51,74,24.0,2005-01-01,4,True,article,research,48
679085,21,28,7.0,2005-03-01,2,True,article,research,9
685383,5,8,5.0,2005-06-01,5,True,article,research,57
696270,175,187,10.0,2005-10-01,2,True,article,research,51
692176,56,73,15.0,2005-09-01,3,True,article,research,25
683535,188,239,33.0,2005-05-01,3,True,article,research,49
675490,176,196,13.0,2005-01-01,1,True,article,research,53
682377,3,5,4.0,2005-05-01,3,True,article,research,19
682300,29,41,42.0,2005-05-01,3,True,article,research,66
684141,0,0,22.0,2005-06-01,2,True,article,research,18
689175,4,7,38.0,2005-08-01,6,True,article,research,12
690564,3,9,23.0,2005-08-01,4,True,article,research,48
690979,2,2,10.0,2005-08-01,1,True,article,research,14
701474,8,20,20.0,2005-12-01,3,True,article,research,47
692405,107,170,12.0,2005-08-01,3,True,article,research,39
692407,0,0,12.0,2005-09-01,3,True,article,research,22
689372,12,17,6.0,2005-08-01,2,True,article,research,15
684427,7,9,7.0,2005-06-01,3,True,article,research,16
685122,20,23,11.0,2005-06-01,1,True,article,research,26
676962,2,16,11.0,2005-02-01,1,True,article,research,40
683704,15,18,24.0,2005-05-01,2,True,article,research,68
679367,5,9,6.0,2005-03-01,7,True,article,research,43
681635,25,55,37.0,2005-04-01,3,True,article,research,55
681689,0,0,2.0,2005-04-01,4,True,conference paper,research,10
680750,2,4,5.0,2005-04-01,5,True,article,research,36
677216,40,87,16.0,2005-02-01,3,True,article,research,10
677217,38,43,4.0,2005-02-01,3,True,article,research,13
680318,3,3,10.0,2005-04-01,1,True,article,research,17
681356,3,3,4.0,2005-04-01,2,True,article,research,18
681358,0,3,16.0,2005-04-01,3,True,article,research,4
678094,10,12,1.0,2005-03-01,2,True,article,research,5
678096,2,3,12.0,2005-03-01,4,True,article,research,26
678560,29,33,11.0,2005-03-01,3,True,article,research,39
676036,9,21,8.0,2005-02-01,4,True,article,research,27
674454,29,34,20.0,2005-01-01,2,True,article,research,42
676823,16,24,25.0,2005-02-01,2,True,article,research,23
676899,2,2,10.0,2005-02-01,1,True,conference paper,research,57
674780,51,59,27.0,2005-01-01,3,True,article,research,27
674332,34,44,12.0,2005-01-01,2,True,article,research,17
674394,20,28,12.0,2005-01-01,3,True,article,research,22
693262,13,20,14.0,2005-09-01,2,True,article,research,24
677726,25,29,11.0,2005-03-01,3,True,article,research,30
678338,35,47,19.0,2005-03-01,3,True,article,research,47
679992,23,29,40.0,2005-04-01,2,True,article,research,48
681277,82,121,22.0,2005-04-01,2,True,article,research,43
699344,1,4,15.0,2005-12-01,3,True,article,research,40
689172,7,7,8.0,2005-08-01,4,True,article,research,31
690725,6,9,8.0,2005-08-01,2,True,article,research,11
682375,9,28,10.0,2005-05-01,4,True,article,research,15
682522,22,24,12.0,2005-05-01,2,True,article,research,9
688284,7,8,4.0,2005-07-01,1,True,article,research,28
690563,9,9,6.0,2005-08-01,2,True,article,research,9
712337,23,27,15.0,2006-03-01,2,True,conference paper,research,20
718757,5,5,6.0,2006-06-01,3,False,conference paper,research,23
716325,1,1,6.0,2006-05-01,5,False,conference paper,research,21
707887,2,2,4.0,2006-01-01,1,False,conference paper,research,22
716845,9,9,7.0,2006-05-01,4,True,conference paper,research,12
721474,0,0,7.0,2006-01-01,1,False,conference paper,research,11
710062,3,3,4.0,2006-02-01,1,False,conference paper,research,5
714418,1,7,16.0,2006-04-01,3,False,conference paper,research,59
708248,101,111,3.0,2006-01-01,2,False,conference paper,research,9
708249,5,6,3.0,2006-01-01,3,False,conference paper,research,5
708253,2,2,4.0,2006-01-01,5,False,conference paper,research,10
716846,2,9,6.0,2006-05-01,6,False,conference paper,research,19
725323,0,0,11.0,2006-09-01,1,False,conference paper,review,66
733395,0,0,6.0,2006-12-01,3,False,conference paper,research,8
721750,13,20,40.0,2006-07-01,2,False,book chapter,review,149
717064,0,0,6.0,2006-05-01,1,False,conference paper,research,5
718234,2,2,5.0,2006-06-01,4,False,conference paper,research,14
733155,0,0,9.0,2006-11-01,1,False,conference paper,research,69
711318,0,0,4.0,2006-02-01,2,False,conference paper,research,4
733399,0,0,5.0,2006-12-01,1,False,conference paper,research,11
716324,0,3,8.0,2006-05-01,2,False,conference paper,research,33
711702,0,1,5.0,2006-03-01,3,True,article,research,8
729542,0,0,6.0,2006-10-01,3,False,conference paper,research,18
725997,0,0,6.0,2006-09-01,1,False,conference paper,research,15
707834,8,8,11.0,2006-01-01,1,False,conference paper,research,55
711222,10,11,26.0,2006-02-01,1,False,book chapter,research,56
715222,0,1,6.0,2006-04-01,2,False,conference paper,research,15
719421,0,0,5.0,2006-06-01,4,False,conference paper,research,4
708392,0,0,4.0,2006-01-01,1,False,conference paper,research,8
727651,0,0,4.0,2006-10-01,3,True,conference paper,research,25
724783,137,169,9.0,2006-08-01,5,True,article,research,26
709179,12,21,16.0,2006-01-01,9,True,article,research,37
720459,141,161,4.0,2006-06-01,2,True,article,research,27
708322,61,82,11.0,2006-01-01,3,True,article,research,19
708927,12,16,23.0,2006-01-01,2,True,article,research,71
708667,4,28,13.0,2006-01-01,2,True,article,research,48
722763,31,43,10.0,2006-07-01,3,True,article,research,95
723194,9,30,10.0,2006-08-01,4,True,article,research,45
719829,63,70,11.0,2006-06-01,4,True,article,research,91
711320,26,30,11.0,2006-03-01,1,True,article,research,29
708814,93,130,11.0,2006-01-01,2,True,article,research,26
717528,14,16,6.0,2006-05-01,1,True,conference paper,research,15
709583,130,181,25.0,2006-01-01,3,True,article,research,78
716448,2,3,5.0,2006-05-01,3,True,article,research,30
722849,125,140,8.0,2006-08-01,3,True,article,research,27
712338,77,153,7.0,2006-03-01,2,True,article,research,54
710471,142,155,16.0,2006-02-01,1,True,article,research,50
715311,48,67,33.0,2006-04-01,4,True,article,research,33
709174,97,108,7.0,2006-01-01,3,True,article,review,8
720180,35,46,12.0,2006-06-01,6,True,article,research,28
719631,6,17,21.0,2006-06-01,3,True,article,research,57
717525,1,1,6.0,2006-05-01,4,True,conference paper,research,6
720818,45,64,4.0,2006-06-01,2,True,article,research,34
714419,14,20,9.0,2006-04-01,2,True,article,research,29
708151,9,11,4.0,2006-01-01,4,True,conference paper,research,5
709506,5,5,16.0,2006-01-01,4,True,article,research,41
717067,0,0,4.0,2006-05-01,3,True,conference paper,research,12
717316,8,10,7.0,2006-05-01,1,True,article,research,10
717319,2,2,8.0,2006-05-01,1,True,conference paper,research,23
731034,5,8,8.0,2006-11-01,2,True,article,research,36
729173,7,8,15.0,2006-10-01,6,True,article,research,52
711803,24,28,13.0,2006-03-01,2,True,article,research,18
710919,3,5,26.0,2006-02-01,3,True,article,research,21
713720,6,8,9.0,2006-04-01,2,True,article,research,23
713808,5,12,8.0,2006-04-01,2,True,article,research,28
708741,37,70,14.0,2006-01-01,5,True,article,research,35
709089,17,32,27.0,2006-01-01,1,True,article,research,28
711700,7,17,13.0,2006-03-01,3,True,article,research,30
713302,5,5,8.0,2006-03-01,2,True,article,review,34
725993,17,30,13.0,2006-09-01,2,True,article,research,21
726313,31,40,31.0,2006-09-01,1,True,article,research,41
709848,6,11,6.0,2006-02-01,1,False,conference paper,research,17
707835,1,13,24.0,2006-01-01,4,True,article,research,55
710476,22,23,8.0,2006-02-01,1,True,article,research,33
708084,147,178,16.0,2006-01-01,4,True,article,review,42
708323,1,1,15.0,2006-01-01,4,False,conference paper,research,30
722848,2,4,8.0,2006-08-01,5,True,article,research,16
710995,5,6,8.0,2006-02-01,3,True,article,research,25
716194,298,360,25.0,2006-01-01,4,True,article,research,72
712236,8,25,3.0,2006-03-01,5,True,article,research,14
709582,4,11,19.0,2006-01-01,1,True,article,research,28
710376,0,0,6.0,2006-02-01,3,True,article,research,27
710378,20,30,5.0,2006-02-01,3,True,article,research,20
724094,2,3,5.0,2006-08-01,1,False,conference paper,research,38
717912,20,34,53.0,2006-05-01,4,True,article,review,131
723106,186,227,5.0,2006-08-01,3,True,article,research,31
712100,80,101,9.0,2006-03-01,3,True,article,research,40
716015,172,193,6.0,2006-05-01,4,True,article,research,53
711085,10,23,5.0,2006-02-01,4,True,article,research,23
709580,5,7,16.0,2006-01-01,3,True,article,research,26
715118,1,2,15.0,2006-04-01,3,True,article,research,10
712519,78,100,18.0,2006-03-01,1,True,article,research,49
728224,0,3,10.0,2006-10-01,11,False,conference paper,research,6
725992,22,35,9.0,2006-09-01,2,True,article,research,25
731675,1,2,6.0,2006-11-01,2,True,article,research,15
725322,0,0,14.0,2006-09-01,1,True,conference paper,research,35
725411,2,5,10.0,2006-09-01,2,True,conference paper,research,15
713722,0,3,6.0,2006-04-01,1,False,conference paper,research,25
760962,1,4,6.0,2007-09-01,1,False,conference paper,research,12
743262,127,156,3.0,2007-01-01,4,True,article,research,23
764102,2,2,5.0,2007-10-01,3,False,conference paper,research,13
768542,4,4,8.0,2007-11-01,2,False,conference paper,research,19
761281,4,5,4.0,2007-09-01,6,False,conference paper,research,24
746414,18,29,7.0,2007-03-01,2,True,article,research,40
748362,47,64,6.0,2007-04-01,2,True,article,research,55
768225,1,1,3.0,2007-11-01,2,False,conference paper,research,2
743090,9,14,4.0,2007-01-01,3,False,conference paper,research,25
759653,0,0,10.0,2007-09-01,1,False,conference paper,research,15
759986,1,2,4.0,2007-09-01,3,False,conference paper,research,19
762227,20,21,8.0,2007-09-01,2,False,conference paper,research,41
762630,0,0,3.0,2007-10-01,4,False,conference paper,research,8
743780,2,6,4.0,2007-02-01,3,False,conference paper,research,27
758735,12,14,6.0,2007-08-01,2,False,conference paper,research,10
745990,64,68,6.0,2007-03-01,3,True,article,research,21
760788,1,2,3.0,2007-09-01,2,False,conference paper,research,12
758506,26,36,4.0,2007-08-01,3,True,article,research,25
743593,22,26,9.0,2007-01-01,1,False,conference paper,research,37
758136,2,6,6.0,2007-08-01,1,False,conference paper,research,34
758158,0,0,5.0,2007-08-01,3,False,conference paper,research,11
760544,11,30,19.0,2007-01-01,2,True,article,research,37
757162,274,303,17.0,2007-07-01,1,True,article,research,52
745162,16,18,13.0,2007-02-01,4,True,article,research,34
743689,21,37,37.0,2007-02-01,4,True,article,research,37
741811,66,82,4.0,2007-01-01,1,True,article,research,29
741813,5,8,6.0,2007-01-01,6,True,conference paper,research,11
744569,17,20,19.0,2007-02-01,2,True,article,research,20
748663,0,0,9.0,2007-04-01,3,False,conference paper,research,31
768050,0,0,13.0,2007-11-01,4,False,conference paper,research,30
768165,1,3,6.0,2007-11-01,2,True,article,research,27
753601,43,89,8.0,2007-06-01,4,True,article,research,52
753620,0,2,5.0,2007-06-01,3,True,article,research,27
755063,24,39,11.0,2007-07-01,4,True,article,research,29
753801,12,45,16.0,2007-06-01,4,True,article,research,63
769642,0,0,13.0,2007-12-01,2,True,article,research,11
745008,129,130,13.0,2007-02-01,2,True,article,research,18
742226,36,45,5.0,2007-01-01,2,True,article,research,26
742228,17,25,19.0,2007-01-01,4,True,article,research,35
751109,0,2,42.0,2007-05-01,1,True,article,research,35
753122,76,80,20.0,2007-06-01,3,True,article,research,23
747199,9,17,5.0,2007-03-01,4,True,article,research,21
747456,41,51,5.0,2007-03-01,3,True,article,research,19
747014,13,32,9.0,2007-03-01,5,True,article,research,34
745789,17,34,21.0,2007-03-01,5,True,article,research,41
759616,0,0,10.0,2007-09-01,3,False,conference paper,research,27
759545,7,14,10.0,2007-09-01,3,True,article,research,30
762874,0,0,11.0,2007-10-01,3,True,article,research,37
742902,94,102,4.0,2007-01-01,4,True,conference paper,research,9
745430,13,13,8.0,2007-02-01,1,True,conference paper,review,29
747306,112,158,16.0,2007-03-01,3,True,article,research,21
752759,39,55,36.0,2007-06-01,3,True,article,research,50
750093,56,106,40.0,2007-05-01,3,True,article,research,60
745596,7,13,6.0,2007-03-01,4,True,article,research,67
749653,11,12,20.0,2007-05-01,2,True,article,research,49
753330,11,13,17.0,2007-06-01,3,True,article,research,16
770721,57,75,17.0,2007-12-01,8,True,article,research,44
741577,33,44,34.0,2007-01-01,2,True,article,review,95
753863,17,20,14.0,2007-06-01,1,True,article,research,76
764849,1,10,10.0,2007-10-01,2,False,conference paper,research,46
747310,35,58,10.0,2007-01-01,2,True,article,research,26
750544,25,30,26.0,2007-05-01,2,True,article,research,32
743592,40,52,8.0,2007-01-01,1,True,conference paper,review,28
745289,17,34,19.0,2007-02-01,3,True,article,research,51
750983,19,23,8.0,2007-05-01,1,True,conference paper,research,19
756725,21,23,17.0,2007-07-01,2,True,article,research,20
753923,40,50,10.0,2007-06-01,4,True,article,research,29
747997,0,1,4.0,2007-04-01,1,False,conference paper,research,13
756481,13,23,27.0,2007-07-01,2,True,article,research,8
742229,91,97,10.0,2007-01-01,1,True,article,research,43
741923,188,226,10.0,2007-01-01,4,True,article,research,22
754780,28,32,14.0,2007-07-01,3,True,article,research,57
748419,34,37,5.0,2007-04-01,2,True,article,research,21
746666,1,6,10.0,2007-03-01,2,False,conference paper,research,58
749331,3,3,17.0,2007-04-01,1,True,article,research,36
764696,0,0,8.0,2007-10-01,1,False,conference paper,research,27
758235,19,63,28.0,2007-08-01,5,True,article,research,52
753520,21,28,26.0,2007-06-01,5,True,article,research,37
747089,4,25,6.0,2007-03-01,6,True,conference paper,research,26
747197,35,38,8.0,2007-03-01,3,True,article,research,34
754302,36,56,18.0,2007-06-01,5,True,article,research,96
742698,28,36,4.0,2007-01-01,2,False,conference paper,research,11
753889,53,64,6.0,2007-06-01,5,True,article,research,33
754630,174,186,3.0,2007-07-01,2,True,article,research,14
742898,0,0,5.0,2007-01-01,7,True,conference paper,research,5
746411,85,114,18.0,2007-03-01,2,True,article,research,67
746415,13,25,4.0,2007-03-01,1,True,article,research,30
743096,6,10,30.0,2007-01-01,4,True,article,research,39
743597,83,102,11.0,2007-01-01,4,True,article,research,69
744394,22,23,21.0,2007-02-01,2,True,article,research,42
766878,29,29,4.0,2007-11-01,1,True,article,research,5
743091,55,73,24.0,2007-01-01,4,True,article,research,35
745091,1,8,6.0,2007-02-01,6,True,conference paper,research,30
758090,1,1,16.0,2007-01-01,1,True,conference paper,research,25
752087,5,27,10.0,2007-06-01,6,True,article,research,69
750262,5,7,5.0,2007-05-01,4,True,article,research,48
745790,14,25,14.0,2007-03-01,2,True,article,research,36
746587,55,86,11.0,2007-03-01,3,True,article,research,47
791811,3,3,8.0,2008-07-01,4,False,conference paper,research,17
790763,4,11,8.0,2008-07-01,4,False,conference paper,research,18
780659,1,1,12.0,2008-03-01,1,False,conference paper,research,42
783170,4,4,11.0,2008-04-01,2,False,conference paper,research,18
783367,0,2,6.0,2008-04-01,1,False,conference paper,research,21
783411,8,16,5.0,2008-04-01,2,False,conference paper,research,55
793859,2,5,8.0,2008-08-01,1,False,conference paper,research,31
789765,2,4,8.0,2008-07-01,7,False,conference paper,research,33
805897,0,0,6.0,2008-12-01,1,False,conference paper,research,13
791628,0,0,6.0,2008-07-01,3,False,conference paper,research,24
778973,7,8,3.0,2008-02-01,2,False,conference paper,review,33
778136,1,1,11.0,2008-01-01,3,False,conference paper,research,21
792505,6,6,8.0,2008-08-01,1,False,conference paper,review,21
791313,1,1,4.0,2008-07-01,2,False,conference paper,research,8
792231,0,1,6.0,2008-08-01,3,False,conference paper,research,8
780347,34,44,26.0,2008-02-01,3,True,article,research,54
786505,6,28,3.0,2008-05-01,3,True,conference paper,research,15
796552,1,4,5.0,2008-09-01,2,False,conference paper,research,49
796553,0,4,3.0,2008-09-01,2,False,conference paper,research,43
778222,0,0,6.0,2008-01-01,2,False,conference paper,research,13
791901,6,8,9.0,2008-07-01,5,False,conference paper,research,22
780016,6,11,7.0,2008-02-01,2,False,conference paper,research,19
797734,0,0,6.0,2008-09-01,4,False,conference paper,research,19
781003,0,5,7.0,2008-03-01,3,False,conference paper,research,38
791898,0,0,9.0,2008-07-01,4,False,conference paper,research,24
787394,10,26,31.0,2008-06-01,2,True,article,research,37
787433,27,58,9.0,2008-05-01,5,True,article,research,36
779081,15,17,10.0,2008-02-01,2,True,article,research,29
777353,2,9,4.0,2008-01-01,4,True,article,research,16
777631,27,31,27.0,2008-01-01,3,True,article,research,37
777195,6,9,16.0,2008-01-01,1,True,article,research,61
776592,5,6,16.0,2008-01-01,1,True,article,research,16
780275,8,10,17.0,2008-02-01,4,True,article,research,47
785842,38,44,23.0,2008-05-01,4,True,article,research,56
793112,0,0,4.0,2008-08-01,1,True,article,research,9
791085,23,60,12.0,2008-07-01,6,True,article,research,34
788186,0,0,5.0,2008-06-01,3,True,conference paper,research,17
793219,52,75,9.0,2008-08-01,6,True,article,research,25
794261,29,38,10.0,2008-09-01,3,True,article,research,26
799860,3,12,11.0,2008-10-01,1,True,article,research,40
780053,69,78,14.0,2008-02-01,3,True,article,research,76
786178,7,9,6.0,2008-05-01,2,True,article,research,35
785257,7,13,13.0,2008-05-01,3,True,article,research,43
786491,25,29,11.0,2008-05-01,5,True,article,research,17
778255,1,3,9.0,2008-01-01,3,True,article,research,5
777833,20,41,27.0,2008-01-01,5,True,article,research,34
777842,23,28,24.0,2008-01-01,1,True,article,research,52
777942,29,48,10.0,2008-01-01,2,True,article,research,38
778529,21,45,22.0,2008-01-01,4,True,article,research,80
780518,13,16,5.0,2008-03-01,3,True,article,research,23
778913,2,4,32.0,2008-02-01,1,True,conference paper,review,50
779051,0,0,3.0,2008-02-01,6,True,conference paper,research,28
797497,6,9,5.0,2008-09-01,2,True,article,research,16
803647,6,21,30.0,2008-12-01,2,True,article,research,43
801971,4,12,6.0,2008-11-01,3,True,article,research,28
786713,7,19,12.0,2008-05-01,4,True,article,research,40
785630,3,4,16.0,2008-05-01,4,True,article,research,63
781666,22,34,12.0,2008-03-01,7,True,article,research,36
782385,0,1,4.0,2008-03-01,3,True,conference paper,research,10
780997,1,1,5.0,2008-03-01,5,True,conference paper,research,32
793550,10,17,16.0,2008-08-01,3,True,article,research,29
787122,14,21,4.0,2008-06-01,2,True,conference paper,research,16
783138,167,213,4.0,2008-04-01,2,True,article,research,16
780469,62,72,16.0,2008-03-01,2,True,article,research,38
777307,2,6,20.0,2008-01-01,5,True,article,research,21
792199,23,33,15.0,2008-08-01,3,True,article,research,47
787313,11,14,135.0,2008-06-01,1,True,thesis,research,30
780964,56,62,17.0,2008-03-01,2,True,article,research,24
788649,1,3,4.0,2008-06-01,2,False,conference paper,research,19
797645,0,2,5.0,2008-09-01,2,False,conference paper,research,37
789423,7,26,40.0,2008-06-01,2,True,article,research,55
787190,9,10,22.0,2008-06-01,2,True,article,research,41
779547,91,128,21.0,2008-02-01,5,True,article,research,71
788366,4,15,24.0,2008-06-01,2,True,article,research,22
779956,2,6,16.0,2008-02-01,4,False,conference paper,research,43
751573,20,28,11.0,2008-01-01,3,True,article,research,44
802981,43,60,14.0,2008-11-01,5,True,article,research,24
783749,19,22,23.0,2008-04-01,2,True,article,research,39
783673,139,163,10.0,2008-04-01,2,True,article,research,58
805007,0,0,7.0,2008-12-01,11,False,conference paper,research,20
777451,5,7,27.0,2008-01-01,4,True,article,research,29
780274,9,14,5.0,2008-02-01,3,True,article,research,36
788488,4,6,6.0,2008-06-01,7,True,article,research,14
783721,7,8,15.0,2008-04-01,2,True,article,research,26
793379,49,59,21.0,2008-08-01,1,True,article,research,55
780281,31,42,6.0,2008-02-01,4,True,article,research,18
791398,5,27,17.0,2008-07-01,4,True,article,research,43
811125,15,16,8.0,2009-01-01,3,False,conference paper,research,22
795863,383,474,53.0,2008-09-01,3,True,article,research,60
780290,221,247,5.0,2008-02-01,3,True,article,research,46
792790,24,25,4.0,2008-08-01,3,True,article,research,16
790020,10,27,5.0,2008-07-01,5,True,article,research,32
783351,2,16,9.0,2008-04-01,1,True,conference paper,research,41
782383,1,1,14.0,2008-03-01,1,True,article,research,33
795917,5,15,13.0,2008-09-01,2,True,article,research,50
787168,9,12,4.0,2008-06-01,4,True,conference paper,research,26
817579,1,2,189.0,2009-04-01,1,True,thesis,research,111
827980,0,0,4.0,2009-08-01,1,False,conference paper,research,17
824717,3,3,4.0,2009-07-01,1,False,conference paper,research,10
818484,10,14,7.0,2009-04-01,3,False,conference paper,research,19
830259,1,3,8.0,2009-09-01,5,False,conference paper,research,33
830268,4,4,4.0,2009-09-01,4,False,conference paper,research,11
1649151,0,0,4.0,2009-05-13,2,False,conference paper,research,8
832989,6,6,15.0,2009-10-01,1,False,conference paper,research,49
826266,103,133,116.0,2009-07-01,5,True,article,review,422
815516,15,16,8.0,2009-03-01,3,False,conference paper,research,21
832415,9,14,6.0,2009-09-01,4,False,conference paper,research,24
824429,1,2,4.0,2009-06-01,4,False,conference paper,research,13
819882,14,21,7.0,2009-05-01,2,True,article,research,67
833574,0,0,8.0,2009-10-01,2,False,conference paper,research,11
830494,4,4,8.0,2009-09-01,8,False,conference paper,review,12
825052,10,16,8.0,2009-07-01,2,False,conference paper,research,30
829543,1,1,6.0,2009-08-01,5,False,conference paper,research,16
827716,5,5,4.0,2009-08-01,1,False,conference paper,research,11
823869,0,0,3.0,2009-06-01,2,False,conference paper,research,8
812611,2,3,10.0,2009-02-01,1,False,conference paper,research,19
826810,1,3,7.0,2009-07-01,1,False,conference paper,research,33
812117,5,5,10.0,2009-01-01,1,False,conference paper,research,27
830352,2,10,6.0,2009-09-01,4,False,conference paper,research,12
813916,13,15,10.0,2009-02-01,1,False,conference paper,research,24
833674,0,0,4.0,2009-10-01,2,False,conference paper,research,7
827902,0,0,4.0,2009-08-01,3,False,conference paper,research,10
831155,1,1,11.0,2009-09-01,7,False,conference paper,research,28
830157,0,0,4.0,2009-09-01,4,False,conference paper,research,9
811369,0,3,5.0,2009-01-01,2,False,conference paper,research,11
810873,0,0,6.0,2009-01-01,3,False,conference paper,research,8
824643,0,0,4.0,2009-07-01,1,False,conference paper,research,11
827093,1,1,4.0,2009-07-01,1,False,conference paper,review,21
840914,0,0,4.0,2009-12-01,1,False,conference paper,research,35
810315,3,6,4.0,2009-01-01,3,True,conference paper,research,37
810690,1,6,23.0,2009-01-01,2,True,article,research,33
825209,7,25,6.0,2009-07-01,1,True,article,research,26
811176,0,0,10.0,2009-01-01,6,False,conference paper,research,11
810053,7,8,5.0,2009-04-01,7,True,conference paper,research,32
810359,1,1,5.0,2009-01-01,2,False,conference paper,research,11
814465,1,1,5.0,2009-03-01,2,False,conference paper,research,31
811452,3,7,11.0,2009-01-01,1,True,article,research,30
811550,21,37,6.0,2009-01-01,2,True,article,research,11
814441,5,8,10.0,2009-02-01,3,True,article,research,17
813911,12,15,18.0,2009-02-01,4,True,article,research,87
817110,17,19,10.0,2009-04-01,4,True,article,research,19
833511,1,1,9.0,2009-10-01,1,False,conference paper,research,56
830190,21,24,26.0,2009-09-01,3,True,article,research,71
831824,1,1,7.0,2009-09-01,2,False,conference paper,research,1
820976,8,10,9.0,2009-05-01,2,True,article,research,57
820996,2,5,16.0,2009-05-01,3,True,article,research,28
826154,20,29,38.0,2009-07-01,3,True,article,research,42
818265,24,36,5.0,2009-04-01,3,True,article,research,28
824698,18,39,10.0,2009-07-01,5,False,conference paper,research,17
823576,10,21,24.0,2009-06-01,3,True,article,research,36
817896,22,64,15.0,2009-04-01,5,True,article,research,29
818618,19,22,6.0,2009-04-01,5,True,article,research,56
824131,4,4,8.0,2009-06-01,1,True,conference paper,research,20
832721,11,16,9.0,2009-10-01,1,True,article,research,19
829838,34,35,12.0,2009-08-01,5,True,article,research,56
826829,3,3,4.0,2009-07-01,4,True,conference paper,research,7
841055,6,7,7.0,2009-12-01,3,True,article,research,61
813600,19,20,6.0,2009-02-01,1,True,article,research,27
821293,27,39,9.0,2009-05-01,3,True,article,research,24
